measurement,instance,algorithm,seed,vertices,probability,arcs,max-capacity,max-cpu,result,time
1,4,EK,16967,100,0.5,2430,100,10,2097,0.00674463
1,4,MPM,16967,100,0.5,2430,100,10,2097,0.00147257
1,5,Dinic,26472,100,0.5,2512,100,10,2452,0.000594848
1,5,EK,26472,100,0.5,2512,100,10,2452,0.00492388
1,5,MPM,26472,100,0.5,2512,100,10,2452,0.00158007
1,6,Dinic,12554,100,0.5,2459,100,10,2536,0.000496145
1,6,EK,12554,100,0.5,2459,100,10,2536,0.00561478
1,6,MPM,12554,100,0.5,2459,100,10,2536,0.00127994
1,7,Dinic,19532,100,0.5,2499,100,10,2573,0.00044135
1,7,EK,19532,100,0.5,2499,100,10,2573,0.00692446
1,7,MPM,19532,100,0.5,2499,100,10,2573,0.00124494
1,8,Dinic,14694,100,0.5,2551,100,10,1835,0.000355368
1,8,EK,14694,100,0.5,2551,100,10,1835,0.00232606
1,8,MPM,14694,100,0.5,2551,100,10,1835,0.000904384
1,9,Dinic,18790,100,0.5,2381,100,10,1905,0.000800921
1,9,EK,18790,100,0.5,2381,100,10,1905,0.00470573
1,9,MPM,18790,100,0.5,2381,100,10,1905,0.00239345
1,10,Dinic,4730,100,0.5,2530,100,10,2509,0.000843921
1,10,EK,4730,100,0.5,2530,100,10,2509,0.00858871
1,10,MPM,4730,100,0.5,2530,100,10,2509,0.00144321
1,11,Dinic,10743,100,0.5,2478,100,10,2147,0.00110051
1,11,EK,10743,100,0.5,2478,100,10,2147,0.00820681
1,11,MPM,10743,100,0.5,2478,100,10,2147,0.00232973
1,12,Dinic,18036,100,0.5,2452,100,10,2061,0.000223981
1,12,EK,18036,100,0.5,2452,100,10,2061,0.00372674
1,12,MPM,18036,100,0.5,2452,100,10,2061,0.000990291
1,13,Dinic,21303,100,0.5,2495,100,10,2081,0.00035785
1,13,EK,21303,100,0.5,2495,100,10,2081,0.00323448
1,13,MPM,21303,100,0.5,2495,100,10,2081,0.0012819
1,14,Dinic,9217,100,0.5,2481,100,10,1816,0.00073394
1,14,EK,9217,100,0.5,2481,100,10,1816,0.00626636
1,14,MPM,9217,100,0.5,2481,100,10,1816,0.00150231
1,15,Dinic,28275,100,0.5,2444,100,10,2110,0.000535312
1,15,EK,28275,100,0.5,2444,100,10,2110,0.00409657
1,15,MPM,28275,100,0.5,2444,100,10,2110,0.00154938
1,16,Dinic,19099,100,0.5,2447,100,10,2065,0.000657774
1,16,EK,19099,100,0.5,2447,100,10,2065,0.00503325
1,16,MPM,19099,100,0.5,2447,100,10,2065,0.00115927
1,17,Dinic,7316,100,0.5,2482,100,10,2290,0.00111412
1,17,EK,7316,100,0.5,2482,100,10,2290,0.00780918
1,17,MPM,7316,100,0.5,2482,100,10,2290,0.00301237
1,18,Dinic,22233,100,0.5,2513,100,10,2162,0.000669163
1,18,EK,22233,100,0.5,2513,100,10,2162,0.0041275
1,18,MPM,22233,100,0.5,2513,100,10,2162,0.00148883
1,19,Dinic,20301,100,0.5,2459,100,10,2010,0.000468257
1,19,EK,20301,100,0.5,2459,100,10,2010,0.00348881
1,19,MPM,20301,100,0.5,2459,100,10,2010,0.0013591
1,20,Dinic,21210,100,0.5,2380,100,10,1930,0.000508442
1,20,EK,21210,100,0.5,2380,100,10,1930,0.0048832
1,20,MPM,21210,100,0.5,2380,100,10,1930,0.00145234
1,21,Dinic,9384,100,0.5,2506,100,10,2237,0.000643144
1,21,EK,9384,100,0.5,2506,100,10,2237,0.0068418
1,21,MPM,9384,100,0.5,2506,100,10,2237,0.00225852
1,22,Dinic,9819,100,0.5,2462,100,10,2119,0.000537571
1,22,EK,9819,100,0.5,2462,100,10,2119,0.00353391
1,22,MPM,9819,100,0.5,2462,100,10,2119,0.00126392
1,23,Dinic,15861,100,0.5,2530,100,10,1857,0.00097192
1,23,EK,15861,100,0.5,2530,100,10,1857,0.00782098
